naics_6,naics_title,sector_naics_2,sector_profile_id,confidence,mapping_method
457110,Gasoline Stations with Convenience Stores,44-45,retail.fuel_general_misc,high,naics4_rule
# Phase 2 OOS override: 447110 (synthetic — historical NAICS-6 retired in 2022 revision) kept as registry-internal code to distinguish truck stops / travel centers (47.5%+ revenue from diesel + trucker amenities) from regular gas-with-c-stores at 457110. Routes to retail.fuel_general_misc.
447110,Gasoline Stations with Convenience Stores (truck stop synthetic),44-45,retail.fuel_general_misc,high,phase2_oos_override
457120,Other Gasoline Stations,44-45,retail.fuel_general_misc,high,naics4_rule
457210,Fuel Dealers,44-45,retail.fuel_general_misc,high,naics4_rule
458110,Clothing and Clothing Accessories Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
458210,Shoe Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
458310,Jewelry Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
458320,Luggage and Leather Goods Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459110,Sporting Goods Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459120,"Hobby, Toy, and Game Retailers",44-45,retail.specialty_brick_mortar,high,naics4_rule
459130,"Sewing, Needlework, and Piece Goods Retailers",44-45,retail.specialty_brick_mortar,high,naics4_rule
459140,Musical Instrument and Supplies Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459210,Book Retailers and News Dealers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459310,Florists,44-45,retail.specialty_brick_mortar,high,naics4_rule
459410,Office Supplies and Stationery Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459420,"Gift, Novelty, and Souvenir Retailers",44-45,retail.specialty_brick_mortar,high,naics4_rule
459510,Used Merchandise Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459910,Pet and Pet Supplies Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
459920,Art Dealers,44-45,retail.specialty_brick_mortar,high,naics4_rule
# Phase 2 OOS override: 459930 (Manufactured Home Dealers) routed to retail.specialty_brick_mortar by default but reclassified OUT_OF_SCOPE_NICHE — large-ticket lot-based mobile-home sales share no operational dynamics with specialty brick-and-mortar retail.
459930,Manufactured (Mobile) Home Dealers,44-45,OUT_OF_SCOPE_NICHE,high,phase2_oos_override
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",44-45,retail.specialty_brick_mortar,high,naics4_rule
# Phase 2 OOS override: 459998 (synthetic code for state-legal Cannabis Dispensaries) reclassified OUT_OF_SCOPE_REGULATED — cannabis has unique compliance dynamics (Section 280E, banking restrictions, state licensing, advertising bans) that the generalized retail.specialty_brick_mortar profile cannot address safely. keywordRouter routes "Cannabis Dispensary (state-legal)" to this synthetic code; CBD stores and other 459999 retailers continue to route normally.
459998,Cannabis Dispensaries (state-legal),44-45,OUT_OF_SCOPE_REGULATED,high,phase2_oos_override
459999,All Other Miscellaneous Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
481111,Scheduled Passenger Air Transportation,48-49,transportation.passenger,high,naics4_rule
481112,Scheduled Freight Air Transportation,48-49,transportation.passenger,high,naics4_rule
481211,Nonscheduled Chartered Passenger Air Transportation,48-49,transportation.passenger,high,naics4_rule
481212,Nonscheduled Chartered Freight Air Transportation,48-49,transportation.passenger,high,naics4_rule
481219,Other Nonscheduled Air Transportation,48-49,transportation.passenger,high,naics4_rule
482111,Line-Haul Railroads,48-49,transportation.passenger,high,naics4_rule
482112,Short Line Railroads,48-49,transportation.passenger,high,naics4_rule
# Session 6 OOS reroute: transportation.pipeline_water — heavily regulated B2B per classifier OOS pattern 481*-486*.
483111,Deep Sea Freight Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
483112,Deep Sea Passenger Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
483113,Coastal and Great Lakes Freight Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
483114,Coastal and Great Lakes Passenger Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
483211,Inland Water Freight Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
483212,Inland Water Passenger Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
484110,"General Freight Trucking, Local",48-49,transportation.trucking_freight,high,naics4_rule
484121,"General Freight Trucking, Long-Distance, Truckload",48-49,transportation.trucking_freight,high,naics4_rule
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",48-49,transportation.trucking_freight,high,naics4_rule
484210,Used Household and Office Goods Moving,48-49,transportation.trucking_freight,high,naics4_rule
484220,"Specialized Freight (except Used Goods) Trucking, Local",48-49,transportation.trucking_freight,high,naics4_rule
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",48-49,transportation.trucking_freight,high,naics4_rule
485111,Mixed Mode Transit Systems,48-49,transportation.passenger,high,naics4_rule
485112,Commuter Rail Systems,48-49,transportation.passenger,high,naics4_rule
485113,Bus and Other Motor Vehicle Transit Systems,48-49,transportation.passenger,high,naics4_rule
485119,Other Urban Transit Systems,48-49,transportation.passenger,high,naics4_rule
485210,Interurban and Rural Bus Transportation,48-49,transportation.passenger,high,naics4_rule
485310,Taxi and Ridesharing Services,48-49,transportation.passenger,high,naics4_rule
485320,Limousine Service,48-49,transportation.passenger,high,naics4_rule
485410,School and Employee Bus Transportation,48-49,transportation.passenger,high,naics4_rule
485510,Charter Bus Industry,48-49,transportation.passenger,high,naics4_rule
485991,Special Needs Transportation,48-49,transportation.passenger,high,naics4_rule
485999,All Other Transit and Ground Passenger Transportation,48-49,transportation.passenger,high,naics4_rule
486110,Pipeline Transportation of Crude Oil,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
486210,Pipeline Transportation of Natural Gas,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
486910,Pipeline Transportation of Refined Petroleum Products,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
486990,All Other Pipeline Transportation,48-49,OUT_OF_SCOPE_REGULATED,high,session6_oos_override
487110,"Scenic and Sightseeing Transportation, Land",48-49,transportation.passenger,high,naics4_rule
487210,"Scenic and Sightseeing Transportation, Water",48-49,transportation.passenger,high,naics4_rule
487990,"Scenic and Sightseeing Transportation, Other",48-49,transportation.passenger,high,naics4_rule
488111,Air Traffic Control,48-49,transportation.support_services,high,naics4_rule
488119,Other Airport Operations,48-49,transportation.support_services,high,naics4_rule
488190,Other Support Activities for Air Transportation,48-49,transportation.support_services,high,naics4_rule
488210,Support Activities for Rail Transportation,48-49,transportation.support_services,high,naics4_rule
488310,Port and Harbor Operations,48-49,transportation.support_services,high,naics4_rule
488320,Marine Cargo Handling,48-49,transportation.support_services,high,naics4_rule
488330,Navigational Services to Shipping,48-49,transportation.support_services,high,naics4_rule
488390,Other Support Activities for Water Transportation,48-49,transportation.support_services,high,naics4_rule
488410,Motor Vehicle Towing,48-49,transportation.trucking_freight,high,naics6_override
488490,Other Support Activities for Road Transportation,48-49,transportation.support_services,high,naics4_rule
488510,Freight Transportation Arrangement,48-49,transportation.trucking_freight,high,naics4_rule
488991,Packing and Crating,48-49,transportation.support_services,high,naics4_rule
488999,All Other Support Activities for Transportation,48-49,transportation.support_services,high,naics4_rule
491110,Postal Service,48-49,transportation.support_services,high,naics4_rule
492110,Couriers and Express Delivery Services,48-49,transportation.courier_last_mile,high,naics4_rule
492210,Local Messengers and Local Delivery,48-49,transportation.courier_last_mile,high,naics4_rule
493110,General Warehousing and Storage,48-49,transportation.warehousing_3pl,high,naics4_rule
493120,Refrigerated Warehousing and Storage,48-49,transportation.warehousing_3pl,high,naics4_rule
493130,Farm Product Warehousing and Storage,48-49,transportation.warehousing_3pl,high,naics4_rule
493190,Other Warehousing and Storage,48-49,transportation.warehousing_3pl,high,naics4_rule
512110,Motion Picture and Video Production,51,information.motion_picture_sound,high,naics4_rule
512120,Motion Picture and Video Distribution,51,information.motion_picture_sound,high,naics4_rule
512131,Motion Picture Theaters (except Drive-Ins),51,recreation.amusement_attraction,high,naics6_override
512132,Drive-In Motion Picture Theaters,51,recreation.amusement_attraction,high,naics6_override
512191,Teleproduction and Other Postproduction Services,51,information.motion_picture_sound,high,naics4_rule
512199,Other Motion Picture and Video Industries,51,information.motion_picture_sound,high,naics4_rule
512230,Music Publishers,51,information.motion_picture_sound,high,naics4_rule
512240,Sound Recording Studios,51,information.motion_picture_sound,high,naics4_rule
512250,Record Production and Distribution,51,information.motion_picture_sound,high,naics4_rule
512290,Other Sound Recording Industries,51,information.motion_picture_sound,high,naics4_rule
513110,Newspaper Publishers,51,information.media_publishing,high,naics4_rule
513120,Periodical Publishers,51,information.media_publishing,high,naics4_rule
513130,Book Publishers,51,information.media_publishing,high,naics4_rule
513140,Directory and Mailing List Publishers,51,information.media_publishing,high,naics4_rule
513191,Greeting Card Publishers,51,information.media_publishing,high,naics4_rule
513199,All Other Publishers,51,information.media_publishing,high,naics4_rule
513210,Software Publishers,51,information.saas_software,high,naics4_rule
516110,Radio Broadcasting Stations,51,information.broadcasting_production,high,naics4_rule
516120,Television Broadcasting Stations,51,information.broadcasting_production,high,naics4_rule
516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",51,information.broadcasting_production,high,naics4_rule
517111,Wired Telecommunications Carriers,51,information.telecom_isp,high,naics4_rule
517112,Wireless Telecommunications Carriers (except Satellite),51,information.telecom_isp,high,naics4_rule
517121,Telecommunications Resellers,51,information.telecom_isp,high,naics4_rule
517122,Agents for Wireless Telecommunications Services,51,information.telecom_isp,high,naics4_rule
517410,Satellite Telecommunications,51,information.telecom_isp,high,naics4_rule
517810,All Other Telecommunications,51,information.telecom_isp,high,naics4_rule
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",51,information.data_processing_hosting,high,naics4_rule
519210,Libraries and Archives,51,professional.consulting,high,naics4_rule
519290,Web Search Portals and All Other Information Services,51,information.media_publishing,high,naics4_rule
521110,Monetary Authorities-Central Bank,52,finance.community_bank,high,naics4_rule
522110,Commercial Banking,52,finance.community_bank,high,naics4_rule
522130,Credit Unions,52,finance.community_bank,high,naics4_rule
522180,Savings Institutions and Other Depository Credit Intermediation,52,finance.community_bank,high,naics4_rule
522210,Credit Card Issuing,52,finance.community_bank,high,naics4_rule
522220,Sales Financing,52,finance.community_bank,high,naics4_rule
522291,Consumer Lending,52,finance.community_bank,high,naics4_rule
522292,Real Estate Credit,52,finance.ria_wealth_management,high,naics6_override
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",52,finance.community_bank,high,naics4_rule
522310,Mortgage and Nonmortgage Loan Brokers,52,finance.community_bank,high,naics4_rule
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,finance.community_bank,high,naics4_rule
522390,Other Activities Related to Credit Intermediation,52,finance.community_bank,high,naics4_rule
522910,Farm Credit System Institutions,52,finance.community_bank,high,naics6_override
523150,Investment Banking and Securities Intermediation,52,finance.ria_wealth_management,high,naics4_rule
523160,Commodity Contracts Intermediation,52,finance.ria_wealth_management,high,naics4_rule
523210,Securities and Commodity Exchanges,52,finance.ria_wealth_management,high,naics4_rule
523910,Miscellaneous Intermediation,52,finance.ria_wealth_management,high,naics4_rule
523940,Portfolio Management and Investment Advice,52,finance.ria_wealth_management,high,naics4_rule
523991,"Trust, Fiduciary, and Custody Activities",52,finance.ria_wealth_management,high,naics4_rule
523999,Miscellaneous Financial Investment Activities,52,finance.ria_wealth_management,high,naics4_rule
524113,Direct Life Insurance Carriers,52,finance.insurance_agency,high,naics4_rule
524114,Direct Health and Medical Insurance Carriers,52,finance.insurance_agency,high,naics4_rule
524126,Direct Property and Casualty Insurance Carriers,52,finance.insurance_agency,high,naics4_rule
524127,Direct Title Insurance Carriers,52,finance.insurance_agency,high,naics4_rule
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",52,finance.insurance_agency,high,naics4_rule
524130,Reinsurance Carriers,52,finance.insurance_agency,high,naics4_rule
524210,Insurance Agencies and Brokerages,52,finance.insurance_agency,high,naics4_rule
524291,Claims Adjusting,52,finance.insurance_agency,high,naics4_rule
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,52,finance.insurance_agency,high,naics4_rule
524298,All Other Insurance Related Activities,52,finance.insurance_agency,high,naics4_rule
525110,Pension Funds,52,finance.insurance_agency,high,naics4_rule
525120,Health and Welfare Funds,52,finance.insurance_agency,high,naics4_rule
525190,Other Insurance Funds,52,finance.insurance_agency,high,naics4_rule
525910,Open-End Investment Funds,52,finance.ria_wealth_management,high,naics4_rule
525920,"Trusts, Estates, and Agency Accounts",52,finance.ria_wealth_management,high,naics4_rule
525990,Other Financial Vehicles,52,finance.ria_wealth_management,high,naics4_rule
531110,Lessors of Residential Buildings and Dwellings,53,real_estate.property_management,high,naics4_rule
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),53,real_estate.property_management,high,naics4_rule
531130,Lessors of Miniwarehouses and Self-Storage Units,53,real_estate.self_storage,high,naics6_override
531190,Lessors of Other Real Estate Property,53,real_estate.property_management,high,naics4_rule
531210,Offices of Real Estate Agents and Brokers,53,real_estate.brokerage,high,naics4_rule
531311,Residential Property Managers,53,real_estate.property_management,high,naics4_rule
531312,Nonresidential Property Managers,53,real_estate.property_management,high,naics4_rule
531320,Offices of Real Estate Appraisers,53,real_estate.property_management,high,naics4_rule
531390,Other Activities Related to Real Estate,53,real_estate.property_management,high,naics4_rule
532111,Passenger Car Rental,53,real_estate.equipment_rental,high,naics4_rule
532112,Passenger Car Leasing,53,real_estate.equipment_rental,high,naics4_rule
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",53,real_estate.equipment_rental,high,naics4_rule
532210,Consumer Electronics and Appliances Rental,53,real_estate.equipment_rental,high,naics4_rule
532281,Formal Wear and Costume Rental,53,real_estate.equipment_rental,high,naics4_rule
532282,Video Tape and Disc Rental,53,real_estate.equipment_rental,high,naics4_rule
532283,Home Health Equipment Rental,53,real_estate.equipment_rental,high,naics4_rule
532284,Recreational Goods Rental,53,real_estate.equipment_rental,high,naics4_rule
532289,All Other Consumer Goods Rental,53,real_estate.equipment_rental,high,naics4_rule
532310,General Rental Centers,53,real_estate.self_storage,high,naics4_rule
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",53,real_estate.equipment_rental,high,naics4_rule
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",53,real_estate.equipment_rental,high,naics4_rule
532420,Office Machinery and Equipment Rental and Leasing,53,real_estate.equipment_rental,high,naics4_rule
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,53,real_estate.equipment_rental,high,naics4_rule
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),53,real_estate.equipment_rental,high,naics4_rule
541110,Offices of Lawyers,54,professional.legal,high,naics4_rule
541120,Offices of Notaries,54,professional.legal,high,naics4_rule
541191,Title Abstract and Settlement Offices,54,professional.legal,high,naics4_rule
541199,All Other Legal Services,54,professional.legal,high,naics4_rule
541211,Offices of Certified Public Accountants,54,professional.accounting,high,naics4_rule
541213,Tax Preparation Services,54,professional.accounting,high,naics4_rule
541214,Payroll Services,54,professional.accounting,high,naics4_rule
541219,Other Accounting Services,54,professional.accounting,high,naics4_rule
541310,Architectural Services,54,professional.architecture_engineering,high,naics4_rule
541320,Landscape Architectural Services,54,professional.architecture_engineering,high,naics4_rule
541330,Engineering Services,54,professional.architecture_engineering,high,naics4_rule
541340,Drafting Services,54,professional.architecture_engineering,high,naics4_rule
541350,Building Inspection Services,54,professional.architecture_engineering,high,naics4_rule
541360,Geophysical Surveying and Mapping Services,54,professional.architecture_engineering,high,naics4_rule
541370,Surveying and Mapping (except Geophysical) Services,54,professional.architecture_engineering,high,naics4_rule
541380,Testing Laboratories and Services,54,professional.architecture_engineering,high,naics4_rule
541410,Interior Design Services,54,professional.architecture_engineering,high,naics4_rule
541420,Industrial Design Services,54,professional.architecture_engineering,high,naics4_rule
541430,Graphic Design Services,54,professional.architecture_engineering,high,naics4_rule
541490,Other Specialized Design Services,54,professional.architecture_engineering,high,naics4_rule
541511,Custom Computer Programming Services,54,professional.consulting,high,naics4_rule
541512,Computer Systems Design Services,54,professional.consulting,high,naics4_rule
541513,Computer Facilities Management Services,54,professional.consulting,high,naics4_rule
541519,Other Computer Related Services,54,professional.consulting,high,naics4_rule
541611,Administrative Management and General Management Consulting Services,54,professional.consulting,high,naics4_rule
541612,Human Resources Consulting Services,54,professional.consulting,high,naics4_rule
541613,Marketing Consulting Services,54,professional.consulting,high,naics4_rule
541614,"Process, Physical Distribution, and Logistics Consulting Services",54,professional.consulting,high,naics4_rule
541618,Other Management Consulting Services,54,professional.consulting,high,naics4_rule
541620,Environmental Consulting Services,54,professional.consulting,high,naics4_rule
541690,Other Scientific and Technical Consulting Services,54,professional.consulting,high,naics4_rule
541713,Research and Development in Nanotechnology,54,professional.consulting,high,naics4_rule
541714,Research and Development in Biotechnology (except Nanobiotechnology),54,professional.consulting,high,naics4_rule
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",54,professional.consulting,high,naics4_rule
541720,Research and Development in the Social Sciences and Humanities,54,professional.consulting,high,naics4_rule
541810,Advertising Agencies,54,professional.consulting,high,naics4_rule
541820,Public Relations Agencies,54,professional.consulting,high,naics4_rule
541830,Media Buying Agencies,54,professional.consulting,high,naics4_rule
541840,Media Representatives,54,professional.consulting,high,naics4_rule
541850,Indoor and Outdoor Display Advertising,54,professional.consulting,high,naics4_rule
541860,Direct Mail Advertising,54,professional.consulting,high,naics4_rule
541870,Advertising Material Distribution Services,54,professional.consulting,high,naics4_rule
541890,Other Services Related to Advertising,54,professional.consulting,high,naics4_rule
541910,Marketing Research and Public Opinion Polling,54,professional.consulting,high,naics4_rule
541921,"Photography Studios, Portrait",54,professional.consulting,high,naics4_rule
541922,Commercial Photography,54,professional.consulting,high,naics4_rule
541930,Translation and Interpretation Services,54,professional.consulting,high,naics4_rule
541940,Veterinary Services,54,professional.veterinary,high,naics6_override
541990,"All Other Professional, Scientific, and Technical Services",54,professional.consulting,high,naics4_rule
551111,Offices of Bank Holding Companies,55,OUT_OF_SCOPE_55,high,naics4_rule
551112,Offices of Other Holding Companies,55,OUT_OF_SCOPE_55,high,naics4_rule
551114,"Corporate, Subsidiary, and Regional Managing Offices",55,OUT_OF_SCOPE_55,high,naics4_rule
561110,Office Administrative Services,56,admin.office_business_support,high,naics4_rule
561210,Facilities Support Services,56,admin.facility_services,high,naics4_rule
561311,Employment Placement Agencies,56,admin.staffing_agency,high,naics4_rule
561312,Executive Search Services,56,admin.staffing_agency,high,naics4_rule
561320,Temporary Help Services,56,admin.staffing_agency,high,naics4_rule
561330,Professional Employer Organizations,56,admin.staffing_agency,high,naics4_rule
561410,Document Preparation Services,56,admin.office_business_support,high,naics4_rule
561421,Telephone Answering Services,56,admin.office_business_support,high,naics4_rule
561422,Telemarketing Bureaus and Other Contact Centers,56,admin.office_business_support,high,naics4_rule
561431,Private Mail Centers,56,admin.office_business_support,high,naics4_rule
561439,Other Business Service Centers (including Copy Shops),56,admin.office_business_support,high,naics4_rule
561440,Collection Agencies,56,admin.office_business_support,high,naics4_rule
561450,Credit Bureaus,56,admin.office_business_support,high,naics4_rule
561491,Repossession Services,56,admin.office_business_support,high,naics4_rule
561492,Court Reporting and Stenotype Services,56,admin.office_business_support,high,naics4_rule
561499,All Other Business Support Services,56,admin.office_business_support,high,naics4_rule
561510,Travel Agencies,56,admin.office_business_support,high,naics4_rule
561520,Tour Operators,56,recreation.amusement_attraction,high,naics6_override
561591,Convention and Visitors Bureaus,56,admin.office_business_support,high,naics4_rule
561599,All Other Travel Arrangement and Reservation Services,56,admin.office_business_support,high,naics4_rule
561611,Investigation and Personal Background Check Services,56,admin.security_pest,high,naics4_rule
561612,Security Guards and Patrol Services,56,admin.security_pest,high,naics4_rule
561613,Armored Car Services,56,admin.security_pest,high,naics4_rule
561621,Security Systems Services (except Locksmiths),56,admin.security_pest,high,naics4_rule
561622,Locksmiths,56,admin.security_pest,high,naics4_rule
561710,Exterminating and Pest Control Services,56,admin.security_pest,high,naics6_override
561720,Janitorial Services,56,admin.facility_services,high,naics4_rule
561730,Landscaping Services,56,admin.facility_services,high,naics4_rule
561740,Carpet and Upholstery Cleaning Services,56,admin.facility_services,high,naics4_rule
561790,Other Services to Buildings and Dwellings,56,admin.facility_services,high,naics4_rule
561910,Packaging and Labeling Services,56,admin.office_business_support,high,naics4_rule
561920,Convention and Trade Show Organizers,56,admin.office_business_support,high,naics4_rule
561990,All Other Support Services,56,admin.office_business_support,high,naics4_rule
562111,Solid Waste Collection,56,admin.waste_management,high,naics4_rule
562112,Hazardous Waste Collection,56,admin.waste_management,high,naics4_rule
562119,Other Waste Collection,56,admin.waste_management,high,naics4_rule
562211,Hazardous Waste Treatment and Disposal,56,admin.waste_management,high,naics4_rule
562212,Solid Waste Landfill,56,admin.waste_management,high,naics4_rule
562213,Solid Waste Combustors and Incinerators,56,admin.waste_management,high,naics4_rule
562219,Other Nonhazardous Waste Treatment and Disposal,56,admin.waste_management,high,naics4_rule
562910,Remediation Services,56,admin.waste_management,high,naics4_rule
562920,Materials Recovery Facilities,56,admin.waste_management,high,naics4_rule
562991,Septic Tank and Related Services,56,admin.waste_management,high,naics4_rule
562998,All Other Miscellaneous Waste Management Services,56,admin.waste_management,high,naics4_rule
611110,Elementary and Secondary Schools,61,education.k12_private,high,naics4_rule
611210,Junior Colleges,61,education.colleges_universities,high,naics4_rule
611310,"Colleges, Universities, and Professional Schools",61,education.colleges_universities,high,naics4_rule
611410,Business and Secretarial Schools,61,education.bootcamps_online,high,naics4_rule
611420,Computer Training,61,education.bootcamps_online,high,naics4_rule
611430,Professional and Management Development Training,61,education.bootcamps_online,high,naics4_rule
611511,Cosmetology and Barber Schools,61,education.trade_technical,high,naics4_rule
611512,Flight Training,61,education.trade_technical,high,naics4_rule
611513,Apprenticeship Training,61,education.trade_technical,high,naics4_rule
611519,Other Technical and Trade Schools,61,education.trade_technical,high,naics4_rule
611610,Fine Arts Schools,61,recreation.fitness_studio,high,naics6_override
611620,Sports and Recreation Instruction,61,recreation.fitness_studio,high,naics6_override
611630,Language Schools,61,education.tutoring_test_prep,high,naics6_override
611691,Exam Preparation and Tutoring,61,education.tutoring_test_prep,high,naics6_override
611692,Automobile Driving Schools,61,education.tutoring_test_prep,high,naics6_override
611699,All Other Miscellaneous Schools and Instruction,61,education.tutoring_test_prep,high,naics6_override
611710,Educational Support Services,61,education.support_services,high,naics4_rule
621111,Offices of Physicians (except Mental Health Specialists),62,healthcare.medical_practice,high,naics4_rule
621112,"Offices of Physicians, Mental Health Specialists",62,healthcare.behavioral_health,high,naics6_override
621210,Offices of Dentists,62,healthcare.dental_practice,high,naics4_rule
621310,Offices of Chiropractors,62,healthcare.allied_health,high,naics4_rule
621320,Offices of Optometrists,62,healthcare.optometry,high,naics6_override
621330,Offices of Mental Health Practitioners (except Physicians),62,healthcare.behavioral_health,high,naics6_override
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,healthcare.allied_health,high,naics4_rule
621391,Offices of Podiatrists,62,healthcare.allied_health,high,naics4_rule
621399,Offices of All Other Miscellaneous Health Practitioners,62,healthcare.allied_health,high,naics4_rule
621410,Family Planning Centers,62,healthcare.specialty_clinic,high,naics4_rule
621420,Outpatient Mental Health and Substance Abuse Centers,62,healthcare.behavioral_health,high,naics6_override
621491,HMO Medical Centers,62,healthcare.specialty_clinic,high,naics4_rule
621492,Kidney Dialysis Centers,62,healthcare.specialty_clinic,high,naics4_rule
621493,Freestanding Ambulatory Surgical and Emergency Centers,62,healthcare.medical_practice,high,naics6_override
621498,All Other Outpatient Care Centers,62,healthcare.specialty_clinic,high,naics4_rule
621511,Medical Laboratories,62,healthcare.specialty_clinic,high,naics4_rule
621512,Diagnostic Imaging Centers,62,healthcare.specialty_clinic,high,naics4_rule
621610,Home Health Care Services,62,healthcare.medical_practice,high,naics4_rule
621910,Ambulance Services,62,healthcare.specialty_clinic,high,naics6_override
621991,Blood and Organ Banks,62,healthcare.specialty_clinic,high,naics4_rule
621999,All Other Miscellaneous Ambulatory Health Care Services,62,healthcare.specialty_clinic,high,naics4_rule
622110,General Medical and Surgical Hospitals,62,healthcare.hospital,high,naics4_rule
622210,Psychiatric and Substance Abuse Hospitals,62,healthcare.behavioral_health,high,naics6_override
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,62,healthcare.hospital,high,naics4_rule
623110,Nursing Care Facilities (Skilled Nursing Facilities),62,healthcare.residential_care,high,naics4_rule
623210,Residential Intellectual and Developmental Disability Facilities,62,healthcare.residential_care,high,naics4_rule
623220,Residential Mental Health and Substance Abuse Facilities,62,healthcare.behavioral_health,high,naics6_override
623311,Continuing Care Retirement Communities,62,healthcare.residential_care,high,naics4_rule
623312,Assisted Living Facilities for the Elderly,62,healthcare.residential_care,high,naics4_rule
623990,Other Residential Care Facilities,62,healthcare.residential_care,high,naics4_rule
624110,Child and Youth Services,62,healthcare.social_assistance,high,naics4_rule
624120,Services for the Elderly and Persons with Disabilities,62,healthcare.social_assistance,high,naics4_rule
624190,Other Individual and Family Services,62,healthcare.social_assistance,high,naics4_rule
624210,Community Food Services,62,healthcare.social_assistance,high,naics4_rule
624221,Temporary Shelters,62,healthcare.social_assistance,high,naics4_rule
624229,Other Community Housing Services,62,healthcare.social_assistance,high,naics4_rule
624230,Emergency and Other Relief Services,62,healthcare.social_assistance,high,naics4_rule
624310,Vocational Rehabilitation Services,62,healthcare.social_assistance,high,naics4_rule
624410,Child Care Services,62,healthcare.social_assistance,high,naics4_rule
711110,Theater Companies and Dinner Theaters,71,recreation.performing_arts,high,naics4_rule
711120,Dance Companies,71,recreation.performing_arts,high,naics4_rule
711130,Musical Groups and Artists,71,recreation.performing_arts,high,naics4_rule
711190,Other Performing Arts Companies,71,recreation.performing_arts,high,naics4_rule
711211,Sports Teams and Clubs,71,recreation.spectator_sports,high,naics4_rule
711212,Racetracks,71,recreation.spectator_sports,high,naics4_rule
711219,Other Spectator Sports,71,recreation.spectator_sports,high,naics4_rule
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",71,recreation.performing_arts,high,naics6_override
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",71,recreation.spectator_sports,high,naics4_rule
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",71,recreation.spectator_sports,high,naics4_rule
711510,"Independent Artists, Writers, and Performers",71,recreation.performing_arts,high,naics4_rule
712110,Museums,71,recreation.museums_heritage,high,naics4_rule
712120,Historical Sites,71,recreation.museums_heritage,high,naics4_rule
712130,Zoos and Botanical Gardens,71,recreation.museums_heritage,high,naics4_rule
# Phase 2 OOS override: 712219 (synthetic) for horse stables / equestrian centers — federal taxonomy splits boarding/lessons across 115210/611620/712190 but consumer-facing equestrian businesses have a unified recreation operating model. Routes to recreation.amusement_attraction.
712219,Equestrian Centers (synthetic),71,recreation.amusement_attraction,high,phase2_oos_override
712190,Nature Parks and Other Similar Institutions,71,recreation.museums_heritage,high,naics4_rule
713110,Amusement and Theme Parks,71,recreation.amusement_attraction,high,naics4_rule
713120,Amusement Arcades,71,recreation.amusement_attraction,high,naics4_rule
713210,Casinos (except Casino Hotels),71,recreation.amusement_attraction,high,naics4_rule
713290,Other Gambling Industries,71,recreation.amusement_attraction,high,naics4_rule
713910,Golf Courses and Country Clubs,71,recreation.amusement_attraction,high,naics6_override
713920,Skiing Facilities,71,recreation.amusement_attraction,high,naics6_override
713930,Marinas,71,recreation.amusement_attraction,high,naics6_override
